SEXO;IDADE;DIA_MES;DIA_SEMANA;HORA_RETIRADA;TEMPO_TOTAL;ENDERECO_RETIRADA;LATITUDE;LONGITUDE
1;42;9;7;5;15;Eixo Monumentl Ldo Leste Pltform Inferior;-15.7814138;-47.8825954
1;25;9;7;7;15;Eixo Monumentl Ldo Leste Pltform Inferior;-15.7814138;-47.8825954
1;40;9;7;10;15;Prque Deck Sul, em frente o estcionmento e  cdemi o r livre;-15.8380081;-47.9035599
1;24;9;7;11;15;Eixo Monumentl Ldo Leste Pltform Inferior;-15.7814138;-47.8825954
1;24;9;7;11;15;Eixo Monumentl Ldo Leste Pltform Inferior;-15.7814138;-47.8825954
0;33;9;7;12;15;Entrequdr 408/409 / Próximo o Supermercdo Big Box;-15.7594716;-47.8807764
1;21;9;7;13;15;Entrequdr 410/411 / Próximo o Studios Center;-15.7533507;-47.882878
1;31;9;7;14;15;CLN 406;-15.766622;-47.8801483
1;32;9;7;15;15;UNB áre 1, em frente o ICC - Instituto Centrl de Ciênci l Sul;-15.7629679;-47.8722933
1;9;9;7;15;15;CLN 403;-15.7797898;-47.8782012
0;31;9;7;17;15;SHS, QD. 06;-15.7926277;-47.8957922
1;23;9;7;20;15;SRTVS;-15.7974902;-47.8963643
1;29;9;7;21;15;Entrequdr 410/411 / Próximo o Studios Center;-15.7533507;-47.882878
1;28;9;7;21;15;UNB áre 2, em frente o cesso o Centro Olímpico;-15.7533247;-47.8894441
1;28;9;7;23;15;Eixo Monumentl Ldo Leste Pltform Inferior;-15.7814138;-47.8825954
1;22;10;1;10;15;UNB áre 2, em frente o cesso o Centro Olímpico;-15.7533247;-47.8894441
1;20;10;1;11;15;Eixo Monumentl Ldo Leste Pltform Inferior;-15.7814138;-47.8825954
1;20;10;1;11;15;Eixo Monumentl Ldo Leste Pltform Inferior;-15.7814138;-47.8825954
0;22;10;1;15;15;SHS, QD. 06;-15.7926277;-47.8957922
1;24;10;1;16;15;Eixo Monumentl Ldo Leste Pltform Inferior;-15.7814138;-47.8825954
1;22;10;1;17;15;SHS, QD. 06;-15.7926277;-47.8957922
1;43;10;1;18;15;Eixo Monumentl Ldo Leste Pltform Inferior;-15.7814138;-47.8825954
0;27;10;1;18;15;Entrequadra Sul 204/205;-15.8122671;-47.8943173
1;24;10;1;19;15;Entrequdr 410/411 / Próximo o Studios Center;-15.7533507;-47.882878
0;24;11;2;6;15;CLN 403;-15.7797898;-47.8782012
1;25;11;2;7;15;PMU, Eixo Monumentl Ldo Oeste, Prç do Cruzeiro;-15.783907;-47.9164933
1;26;11;2;7;15;CLS 302;-15.800788;-47.8936363
0;20;11;2;9;15;SDC, Lote 5, Vi de Ligção N1/S1;-15.7898915;-47.8967584
1;23;11;2;9;15;Entrequadra Sul 204/205;-15.8122671;-47.8943173
0;51;11;2;9;15;Entrequdr 410/411 / Próximo o Studios Center;-15.7533507;-47.882878
1;23;11;2;9;15;EQS 104/304;-15.8071039;-47.8971485
0;26;11;2;10;15;UNB áre 1, em frente o PT (Pvilhão nísio Teixeir);-15.7595709;-47.8705354
1;23;11;2;10;15;SCS - QD 01;-15.7993464;-47.8866213
0;22;11;2;11;15;SBS, QD. 3/4;-15.8026711;-47.8838398
1;24;11;2;11;15;CLS 302;-15.800788;-47.8936363
1;28;11;2;11;15;PMU, Eixo Monumentl Ldo Oeste, Prç do Cruzeiro;-15.783907;-47.9164933
1;27;11;2;11;15;SCS, QD. 03;-15.7972752;-47.892144
1;39;11;2;11;15;CLN 406;-15.766622;-47.8801483
1;22;11;2;12;15;SCN, QD. 02;-15.7972492;-47.8987101
0;20;11;2;12;15;PMU, Eixo Monumentl Ldo Oeste, Prç do Cruzeiro;-15.783907;-47.9164933
1;28;11;2;12;15;Entrequdr 408/409 / Próximo o Supermercdo Big Box;-15.7594716;-47.8807764
1;23;11;2;13;15;EQN 104/105;-15.7741697;-47.8838873
1;39;11;2;13;15;CLN 403;-15.7797898;-47.8782012
1;42;11;2;14;15;Eixo Monumentl Ldo Oeste, Estcionmento Vi S1, em frente o TJDF;-15.7863445;-47.9088556
1;7;11;2;14;15;Eixo Monumentl Ldo Leste Pltform Inferior;-15.7814138;-47.8825954
1;20;11;2;15;15;SCS - QD 01;-15.7993464;-47.8866213
0;34;11;2;15;15;Eixo Monumentl Ldo Leste Pltform Inferior;-15.7814138;-47.8825954
1;28;11;2;16;15;Eixo Monumentl Ldo Leste Pltform Inferior;-15.7814138;-47.8825954
1;26;11;2;16;15;St. de dministrção Federl Sul Q8 Lote 1;-15.802729;-47.9273005
0;53;11;2;16;15;EQN 104/105;-15.7741697;-47.8838873
0;24;11;2;17;15;UNB áre 1, em frente  Bibliotec Centrl - BCE;-15.7609071;-47.8699691
1;54;11;2;17;15;St. de dministrção Federl Sul Q8 Lote 1;-15.802729;-47.9273005
1;25;11;2;17;15;Eixo Monumentl Ldo Leste Pltform Inferior;-15.7814138;-47.8825954
1;47;11;2;17;15;EMI, Vi N1, Blocos N/O;-15.7895048;-47.8907765
1;27;11;2;17;15;CLN 403;-15.7797898;-47.8782012
0;35;11;2;17;15;CLN 406;-15.766622;-47.8801483
1;29;11;2;19;15;CLN 204;-15.7766872;-47.8793288
1;31;11;2;22;15;UNB áre 1, em frente o PT (Pvilhão nísio Teixeir);-15.7595709;-47.8705354
1;36;12;3;5;15;Eixo Monumentl Ldo Leste Pltform Inferior;-15.7814138;-47.8825954
1;32;12;3;6;15;Eixo Monumentl Ldo Leste Pltform Inferior;-15.7814138;-47.8825954
1;39;12;3;6;15;SBS, QD. 3/4;-15.8026711;-47.8838398
1;30;12;3;7;15;EMI BL G;-15.7629208;-47.8876142
0;23;12;3;7;15;EQS 102 / 103;-15.8046388;-47.8929846
1;32;12;3;8;15;CLN 403;-15.7797898;-47.8782012
1;42;12;3;8;15;SCN, QD. 02;-15.7972492;-47.8987101
1;41;12;3;11;15;Entrequdr 410/411 / Próximo o Studios Center;-15.7533507;-47.882878
1;26;12;3;12;15;CLN 403;-15.7797898;-47.8782012
1;27;12;3;12;15;Entrequdr 408/409 / Próximo o Supermercdo Big Box;-15.7594716;-47.8807764
1;28;12;3;12;15;PMU, Eixo Monumentl Ldo Oeste, Prç do Cruzeiro;-15.783907;-47.9164933
1;34;12;3;12;15;EMI BL K;-15.7968694;-47.8754027
1;28;12;3;12;15;UNB áre 1, em frente o Instituto de rtes;-15.7622276;-47.8742526
0;46;12;3;12;15;CLN 406;-15.766622;-47.8801483
1;22;12;3;13;15;Eixo Monumentl Ldo Leste Pltform Inferior;-15.7814138;-47.8825954
0;22;12;3;13;15;EQN 104/105;-15.7741697;-47.8838873
1;40;12;3;13;15;SCN, QD. 02;-15.7972492;-47.8987101
1;20;12;3;13;15;SCS - QD 01;-15.7993464;-47.8866213
0;23;12;3;14;15;EMI BL G;-15.7629208;-47.8876142
1;21;12;3;14;15;EMI, Vi N1, Blocos N/O;-15.7895048;-47.8907765
1;23;12;3;16;15;UNB áre 1, em frente o PT (Pvilhão nísio Teixeir);-15.7595709;-47.8705354
1;25;12;3;16;15;Entrequadra Sul 204/205;-15.8122671;-47.8943173
0;32;12;3;17;15;CLN 406;-15.766622;-47.8801483
1;47;12;3;17;15;EMI, Vi N1, Blocos N/O;-15.7895048;-47.8907765
1;42;12;3;17;15;Eixo Monumentl Ldo Leste Pltform Inferior;-15.7814138;-47.8825954
1;4;12;3;17;15;Eixo Monumentl Ldo Leste Pltform Inferior;-15.7814138;-47.8825954
0;25;12;3;18;15;CLN 403;-15.7797898;-47.8782012
0;21;12;3;18;15;UNB áre 1, em frente o PT (Pvilhão nísio Teixeir);-15.7595709;-47.8705354
1;23;12;3;19;15;EQS 104/304;-15.8071039;-47.8971485
0;38;12;3;20;15;CLN 406;-15.766622;-47.8801483
1;45;13;4;7;15;SDC, Lote 5, Vi de Ligção N1/S1;-15.7898915;-47.8967584
1;41;13;4;7;15;PMU, Eixo Monumentl Ldo Oeste, Prç do Cruzeiro;-15.783907;-47.9164933
1;32;13;4;7;15;Entrequdr 410/411 / Próximo o Studios Center;-15.7533507;-47.882878
1;37;13;4;8;15;Entrequdr 408/409 / Próximo o Supermercdo Big Box;-15.7594716;-47.8807764
1;55;13;4;10;15;Eixo Monumentl Ldo Leste Pltform Inferior;-15.7814138;-47.8825954
1;44;13;4;10;15;CLS 302;-15.800788;-47.8936363
1;26;13;4;12;15;CLN 403;-15.7797898;-47.8782012
1;40;13;4;12;15;SBS, QD. 3/4;-15.8026711;-47.8838398
1;28;13;4;12;15;UNB áre 1, em frente o Instituto de rtes;-15.7622276;-47.8742526
1;29;13;4;13;15;SHS, QD. 06;-15.7926277;-47.8957922
1;18;13;4;13;15;SDC, Lote 5, Vi de Ligção N1/S1;-15.7898915;-47.8967584
0;24;13;4;14;15;UNB áre 1, em frente o Instituto de rtes;-15.7622276;-47.8742526
0;23;13;4;14;15;UNB áre 1, em frente o Instituto de rtes;-15.7622276;-47.8742526
1;50;13;4;14;15;SQS 305;-15.8085221;-47.899365
0;4;13;4;15;15;CLN 406;-15.766622;-47.8801483
1;23;13;4;15;15;Entrequdr 410/411 / Próximo o Studios Center;-15.7533507;-47.882878
1;29;13;4;16;15;UNB áre 1, em frente o ICC - Instituto Centrl de Ciênci l Sul;-15.7629679;-47.8722933
0;26;13;4;16;15;Entrequdr 408/409 / Próximo o Supermercdo Big Box;-15.7594716;-47.8807764
1;56;13;4;16;15;SS, EQ 2/3;-15.8105561;-47.9909422
1;23;13;4;16;15;Entrequdr 410/411 / Próximo o Studios Center;-15.7533507;-47.882878
1;22;13;4;16;15;SS, EQ 2/3;-15.8105561;-47.9909422
1;26;13;4;16;15;St. de dministrção Federl Sul Q8 Lote 1;-15.802729;-47.9273005
0;44;13;4;16;15;SCS - QD 01;-15.7993464;-47.8866213
1;4;13;4;17;15;Eixo Monumentl Ldo Leste Pltform Inferior;-15.7814138;-47.8825954
1;25;13;4;17;15;EQS 102 / 103;-15.8046388;-47.8929846
1;30;13;4;17;15;EMI, Vi N1, Blocos N/O;-15.7895048;-47.8907765
1;36;13;4;18;15;Eixo Monumentl Ldo Leste Pltform Inferior;-15.7814138;-47.8825954
1;41;13;4;18;15;EMI, Vi N1, Blocos N/O;-15.7895048;-47.8907765
1;20;13;4;19;15;EQN 104/105;-15.7741697;-47.8838873
1;36;13;4;19;15;UNB áre 1, em frente o PT (Pvilhão nísio Teixeir);-15.7595709;-47.8705354
1;43;13;4;19;15;EMI BL K;-15.7968694;-47.8754027
1;21;13;4;19;15;Eixo Monumentl Ldo Leste Pltform Inferior;-15.7814138;-47.8825954
0;41;13;4;20;15;Eixo Monumentl Ldo Leste Pltform Inferior;-15.7814138;-47.8825954
1;31;13;4;22;15;UNB áre 1, em frente o PT (Pvilhão nísio Teixeir);-15.7595709;-47.8705354
0;30;14;5;8;15;SQN 205;-15.7722474;-47.8804341
1;31;14;5;8;15;EQS 102 / 103;-15.8046388;-47.8929846
0;26;14;5;8;15;UNB áre 2, em frente o cesso o Centro Olímpico;-15.7533247;-47.8894441
1;4;14;5;9;15;EQN 104/105;-15.7741697;-47.8838873
1;29;14;5;9;15;Eixo Monumentl Ldo Leste Pltform Inferior;-15.7814138;-47.8825954
1;50;14;5;11;15;SHS, QD. 06;-15.7926277;-47.8957922
1;22;14;5;12;15;Entrequdr 410/411 / Próximo o Studios Center;-15.7533507;-47.882878
1;18;14;5;12;15;Eixo Monumentl Ldo Oeste, Estcionmento Vi S1, em frente o TJDF;-15.7863445;-47.9088556
1;28;14;5;12;15;EMI BL G;-15.7629208;-47.8876142
1;24;14;5;13;15;Entrequadra Sul 204/205;-15.8122671;-47.8943173
1;17;14;5;13;15;CLN 406;-15.766622;-47.8801483
0;23;14;5;13;15;UNB áre 1, em frente o Instituto de rtes;-15.7622276;-47.8742526
1;29;14;5;14;15;EQS 102 / 103;-15.8046388;-47.8929846
1;21;14;5;14;15;SDC, Lote 5, Vi de Ligção N1/S1;-15.7898915;-47.8967584
1;48;14;5;15;15;CLN 406;-15.766622;-47.8801483
1;32;14;5;17;15;UNB áre 1, em frente o Instituto de rtes;-15.7622276;-47.8742526
1;44;14;5;17;15;Eixo Monumentl Ldo Leste Pltform Inferior;-15.7814138;-47.8825954
1;4;14;5;17;15;Eixo Monumentl Ldo Leste Pltform Inferior;-15.7814138;-47.8825954
1;40;14;5;17;15;Entrequdr 410/411 / Próximo o Studios Center;-15.7533507;-47.882878
1;25;14;5;17;15;Estcionmento do CNMP, próximo  SFS Qudr 2;-15.8046215;-47.8700714
1;35;14;5;17;15;Eixo Monumentl Ldo Leste Pltform Inferior;-15.7814138;-47.8825954
1;33;14;5;18;15;PMU, Eixo Monumentl Ldo Oeste, Prç do Cruzeiro;-15.783907;-47.9164933
0;18;14;5;18;15;Entrequdr 410/411 / Próximo o Studios Center;-15.7533507;-47.882878
0;51;14;5;18;15;Entrequdr 410/411 / Próximo o Studios Center;-15.7533507;-47.882878
1;31;14;5;18;15;PMU, Eixo Monumentl Ldo Oeste, Prç do Cruzeiro;-15.783907;-47.9164933
1;42;14;5;18;15;Eixo Monumentl Ldo Leste Pltform Inferior;-15.7814138;-47.8825954
1;35;14;5;18;15;Eixo Monumentl Ldo Leste Pltform Inferior;-15.7814138;-47.8825954
1;34;14;5;19;15;EMI BL K;-15.7968694;-47.8754027
0;25;14;5;20;15;EQS 104/304;-15.8071039;-47.8971485
1;24;14;5;20;15;SCS - QD 01;-15.7993464;-47.8866213
1;39;15;6;6;15;Eixo Monumentl Ldo Leste Pltform Inferior;-15.7814138;-47.8825954
1;35;15;6;6;15;St. de dministrção Federl Sul Q8 Lote 1;-15.802729;-47.9273005
0;23;15;6;9;15;UNB áre 2, em frente o cesso o Centro Olímpico;-15.7533247;-47.8894441
1;25;15;6;9;15;SHS, QD. 06;-15.7926277;-47.8957922
1;39;15;6;9;15;SRTVS;-15.7974902;-47.8963643
0;32;15;6;10;15;Entrequdr 408/409 / Próximo o Supermercdo Big Box;-15.7594716;-47.8807764
1;54;15;6;10;15;SS, EQ 2/3;-15.8105561;-47.9909422
1;22;15;6;10;15;EQS 102 / 103;-15.8046388;-47.8929846
1;40;15;6;11;15;EMI BL G;-15.7629208;-47.8876142
1;18;15;6;12;15;PMU, Eixo Monumentl Ldo Oeste, Prç do Cruzeiro;-15.783907;-47.9164933
1;49;15;6;12;15;SS, EQ 2/3;-15.8105561;-47.9909422
0;23;15;6;12;15;UNB áre 1, em frente o Instituto de rtes;-15.7622276;-47.8742526
0;21;15;6;13;15;Entrequdr 410/411 / Próximo o Studios Center;-15.7533507;-47.882878
0;29;15;6;13;15;SQS 305;-15.8085221;-47.899365
0;35;15;6;13;15;Estcionmento do CNMP, próximo  SFS Qudr 2;-15.8046215;-47.8700714
1;42;15;6;13;15;SCN, QD. 02;-15.7972492;-47.8987101
1;21;15;6;14;15;Entrequdr 408/409 / Próximo o Supermercdo Big Box;-15.7594716;-47.8807764
1;26;15;6;14;15;UNB áre 1, em frente o Instituto de rtes;-15.7622276;-47.8742526
0;20;15;6;15;15;Entrequdr 408/409 / Próximo o Supermercdo Big Box;-15.7594716;-47.8807764
1;20;15;6;15;15;SRTVS;-15.7974902;-47.8963643
0;18;15;6;15;15;SCS - QD 01;-15.7993464;-47.8866213
0;45;15;6;17;15;Prque Deck Sul, em frente o estcionmento e  cdemi o r livre;-15.8380081;-47.9035599
1;31;15;6;17;15;Entrequdr 410/411 / Próximo o Studios Center;-15.7533507;-47.882878
1;40;15;6;17;15;Entrequdr 410/411 / Próximo o Studios Center;-15.7533507;-47.882878
1;40;15;6;18;15;Eixo Monumentl Ldo Leste Pltform Inferior;-15.7814138;-47.8825954
0;7;15;6;19;15;CLN 406;-15.766622;-47.8801483
1;28;15;6;19;15;St. de dministrção Federl Sul Q8 Lote 1;-15.802729;-47.9273005
0;41;15;6;19;15;Eixo Monumentl Ldo Leste Pltform Inferior;-15.7814138;-47.8825954
1;36;15;6;21;15;Estcionmento do CNMP, próximo  SFS Qudr 2;-15.8046215;-47.8700714
1;42;15;6;21;15;Eixo Monumentl Ldo Leste Pltform Inferior;-15.7814138;-47.8825954
1;29;16;7;6;15;Eixo Monumentl Ldo Leste Pltform Inferior;-15.7814138;-47.8825954
1;43;16;7;6;15;Eixo Monumentl Ldo Leste Pltform Inferior;-15.7814138;-47.8825954
1;42;16;7;7;15;Eixo Monumentl Ldo Leste Pltform Inferior;-15.7814138;-47.8825954
0;36;16;7;7;15;Eixo Monumentl Ldo Leste Pltform Inferior;-15.7814138;-47.8825954
1;19;16;7;9;15;Prque Deck Sul, em frente o estcionmento e  cdemi o r livre;-15.8380081;-47.9035599
1;19;16;7;9;15;Prque Deck Sul, em frente o estcionmento e  cdemi o r livre;-15.8380081;-47.9035599
1;22;16;7;13;15;Entrequdr 408/409 / Próximo o Supermercdo Big Box;-15.7594716;-47.8807764
1;24;16;7;13;15;Entrequdr 408/409 / Próximo o Supermercdo Big Box;-15.7594716;-47.8807764
1;27;16;7;14;15;CLN 403;-15.7797898;-47.8782012
0;31;16;7;16;15;Eixo Monumentl Ldo Leste Pltform Inferior;-15.7814138;-47.8825954
1;35;16;7;16;15;SHS, QD. 06;-15.7926277;-47.8957922
0;27;16;7;18;15;EQS 102 / 103;-15.8046388;-47.8929846
1;24;16;7;22;15;CLN 403;-15.7797898;-47.8782012
1;25;17;1;17;15;UNB áre 2, em frente o cesso o Centro Olímpico;-15.7533247;-47.8894441
1;33;17;1;17;15;Entrequdr 410/411 / Próximo o Studios Center;-15.7533507;-47.882878
1;33;17;1;18;15;CLN 204;-15.7766872;-47.8793288
1;30;17;1;20;15;SHS, QD. 06;-15.7926277;-47.8957922
1;24;17;1;23;15;CLN 403;-15.7797898;-47.8782012
1;52;18;2;7;15;CLN 204;-15.7766872;-47.8793288
1;28;18;2;15;15;SCN, QD. 02;-15.7972492;-47.8987101
0;20;18;2;17;15;SQS 305;-15.8085221;-47.899365
1;49;18;2;17;15;Eixo Monumentl Ldo Leste Pltform Inferior;-15.7814138;-47.8825954
1;40;18;2;18;15;EMI, Vi N1, Blocos N/O;-15.7895048;-47.8907765
1;24;18;2;18;15;SHS, QD. 06;-15.7926277;-47.8957922
1;33;18;2;18;15;Eixo Monumentl Ldo Leste Pltform Inferior;-15.7814138;-47.8825954
1;45;18;2;19;15;St. de dministrção Federl Sul Q8 Lote 1;-15.802729;-47.9273005
1;27;19;3;6;15;Eixo Monumentl Ldo Oeste, Estcionmento Vi S1, em frente o TJDF;-15.7863445;-47.9088556
1;31;19;3;6;15;Eixo Monumentl Ldo Leste Pltform Inferior;-15.7814138;-47.8825954
1;29;19;3;6;15;CLN 406;-15.766622;-47.8801483
1;40;19;3;6;15;St. de dministrção Federl Sul Q8 Lote 1;-15.802729;-47.9273005
0;20;19;3;7;15;EQN 104/105;-15.7741697;-47.8838873
1;35;19;3;7;15;PMU, Eixo Monumentl Ldo Oeste, Prç do Cruzeiro;-15.783907;-47.9164933
1;48;19;3;8;15;Entrequdr 410/411 / Próximo o Studios Center;-15.7533507;-47.882878
1;23;19;3;9;15;UNB áre 2, em frente o cesso o Centro Olímpico;-15.7533247;-47.8894441
0;25;19;3;10;15;PMU, Eixo Monumentl Ldo Oeste, Prç do Cruzeiro;-15.783907;-47.9164933
1;24;19;3;12;15;UNB áre 1, em frente o ICC - Instituto Centrl de Ciênci l Sul;-15.7629679;-47.8722933
1;32;19;3;12;15;CLN 204;-15.7766872;-47.8793288
1;18;19;3;13;15;SDC, Lote 5, Vi de Ligção N1/S1;-15.7898915;-47.8967584
0;20;19;3;13;15;Eixo Monumentl Ldo Leste Pltform Inferior;-15.7814138;-47.8825954
1;26;19;3;13;15;Eixo Monumentl Ldo Leste Pltform Inferior;-15.7814138;-47.8825954
1;20;19;3;15;15;SCS - QD 01;-15.7993464;-47.8866213
1;26;19;3;17;15;SCN, QD. 02;-15.7972492;-47.8987101
1;34;19;3;17;15;Estcionmento do CNMP, próximo  SFS Qudr 2;-15.8046215;-47.8700714
1;4;19;3;17;15;Eixo Monumentl Ldo Leste Pltform Inferior;-15.7814138;-47.8825954
1;40;19;3;17;15;Entrequdr 408/409 / Próximo o Supermercdo Big Box;-15.7594716;-47.8807764
1;23;19;3;18;15;SCS - QD 01;-15.7993464;-47.8866213
1;28;19;3;18;15;St. de dministrção Federl Sul Q8 Lote 1;-15.802729;-47.9273005
1;63;19;3;18;15;EMI BL G;-15.7629208;-47.8876142
1;19;19;3;18;15;Estcionmento do CNMP, próximo  SFS Qudr 2;-15.8046215;-47.8700714
1;26;19;3;20;15;Eixo Monumentl Ldo Leste Pltform Inferior;-15.7814138;-47.8825954
1;36;20;4;6;15;SCS, QD. 03;-15.7972752;-47.892144
1;44;20;4;7;15;EQN 104/105;-15.7741697;-47.8838873
1;37;20;4;7;15;Entrequadra Sul 204/205;-15.8122671;-47.8943173
1;35;20;4;7;15;SHS, QD. 06;-15.7926277;-47.8957922
1;25;20;4;7;15;Eixo Monumentl Ldo Oeste, Estcionmento Vi S1, em frente o TJDF;-15.7863445;-47.9088556
1;26;20;4;7;15;SQN 205;-15.7722474;-47.8804341
1;22;20;4;9;15;UNB áre 1, em frente o Instituto de rtes;-15.7622276;-47.8742526
0;24;20;4;11;15;Eixo Monumentl Ldo Oeste, Estcionmento Vi S1, em frente o TJDF;-15.7863445;-47.9088556
0;20;20;4;12;15;PMU, Eixo Monumentl Ldo Oeste, Prç do Cruzeiro;-15.783907;-47.9164933
1;45;20;4;12;15;Entrequdr 410/411 / Próximo o Studios Center;-15.7533507;-47.882878
1;25;20;4;13;15;Entrequdr 410/411 / Próximo o Studios Center;-15.7533507;-47.882878
1;28;20;4;13;15;SS, EQ 2/3;-15.8105561;-47.9909422
1;22;20;4;13;15;Eixo Monumentl Ldo Leste Pltform Inferior;-15.7814138;-47.8825954
0;36;20;4;13;15;EMI BL K;-15.7968694;-47.8754027
1;35;20;4;14;15;Eixo Monumentl Ldo Leste Pltform Inferior;-15.7814138;-47.8825954
1;29;20;4;14;15;UNB áre 1, em frente o ICC - Instituto Centrl de Ciênci l Sul;-15.7629679;-47.8722933
0;28;20;4;14;15;UNB áre 1, em frente o ICC - Instituto Centrl de Ciênci l Sul;-15.7629679;-47.8722933
0;8;20;4;14;15;Entrequdr 408/409 / Próximo o Supermercdo Big Box;-15.7594716;-47.8807764
1;22;20;4;16;15;UNB áre 1, em frente o PT (Pvilhão nísio Teixeir);-15.7595709;-47.8705354
1;47;20;4;16;15;EQS 104/304;-15.8071039;-47.8971485
0;22;20;4;17;15;Eixo Monumentl Ldo Oeste, Estcionmento Vi S1, em frente o TJDF;-15.7863445;-47.9088556
1;32;20;4;17;15;UNB áre 1, em frente o ICC - Instituto Centrl de Ciênci l Sul;-15.7629679;-47.8722933
1;4;20;4;17;15;Eixo Monumentl Ldo Leste Pltform Inferior;-15.7814138;-47.8825954
1;35;20;4;18;15;PMU, Eixo Monumentl Ldo Oeste, Prç do Cruzeiro;-15.783907;-47.9164933
1;44;20;4;18;15;EMI BL K;-15.7968694;-47.8754027
0;22;20;4;19;15;Entrequdr 410/411 / Próximo o Studios Center;-15.7533507;-47.882878
1;33;20;4;19;15;CLN 403;-15.7797898;-47.8782012
1;29;20;4;19;15;CLN 204;-15.7766872;-47.8793288
1;22;20;4;19;15;EQS 102 / 103;-15.8046388;-47.8929846
1;31;20;4;20;15;CLN 403;-15.7797898;-47.8782012
1;21;20;4;23;15;Entrequdr 410/411 / Próximo o Studios Center;-15.7533507;-47.882878
1;29;21;5;7;15;Eixo Monumentl Ldo Oeste, Estcionmento Vi S1, em frente o TJDF;-15.7863445;-47.9088556
0;26;21;5;10;15;UNB áre 1, em frente o Instituto de rtes;-15.7622276;-47.8742526
0;23;21;5;12;15;UNB áre 1, em frente o Instituto de rtes;-15.7622276;-47.8742526
0;20;21;5;12;15;PMU, Eixo Monumentl Ldo Oeste, Prç do Cruzeiro;-15.783907;-47.9164933
1;28;21;5;14;15;SHS, QD. 06;-15.7926277;-47.8957922
1;26;21;5;15;15;CLN 204;-15.7766872;-47.8793288
1;19;21;5;15;15;CLN 406;-15.766622;-47.8801483
1;21;21;5;16;15;CLN 403;-15.7797898;-47.8782012
0;46;21;5;16;15;SCS, QD. 03;-15.7972752;-47.892144
0;26;21;5;16;15;UNB áre 2, em frente o cesso o Centro Olímpico;-15.7533247;-47.8894441
0;25;21;5;17;15;EQN 104/105;-15.7741697;-47.8838873
0;31;21;5;17;15;EMI BL G;-15.7629208;-47.8876142
1;31;21;5;18;15;SQS 305;-15.8085221;-47.899365
1;36;21;5;18;15;Eixo Monumentl Ldo Leste Pltform Inferior;-15.7814138;-47.8825954
0;29;21;5;18;15;CLN 406;-15.766622;-47.8801483
1;22;21;5;18;15;Entrequadra Sul 204/205;-15.8122671;-47.8943173
1;45;21;5;18;15;Eixo Monumentl Ldo Leste Pltform Inferior;-15.7814138;-47.8825954
1;40;21;5;19;15;EMI BL K;-15.7968694;-47.8754027
1;21;21;5;19;15;Eixo Monumentl Ldo Leste Pltform Inferior;-15.7814138;-47.8825954
1;45;21;5;19;15;St. de dministrção Federl Sul Q8 Lote 1;-15.802729;-47.9273005
1;27;21;5;21;15;CLN 406;-15.766622;-47.8801483
1;33;22;6;6;15;Estcionmento do CNMP, próximo  SFS Qudr 2;-15.8046215;-47.8700714
1;39;22;6;6;15;Entrequadra Sul 204/205;-15.8122671;-47.8943173
1;28;22;6;7;15;SCS, QD. 03;-15.7972752;-47.892144
1;27;22;6;8;15;EMI BL K;-15.7968694;-47.8754027
1;34;22;6;9;15;SS, EQ 2/3;-15.8105561;-47.9909422
0;38;22;6;11;15;SCS - QD 01;-15.7993464;-47.8866213
0;22;22;6;12;15;EMI BL K;-15.7968694;-47.8754027
1;31;22;6;12;15;PMU, Eixo Monumentl Ldo Oeste, Prç do Cruzeiro;-15.783907;-47.9164933
1;38;22;6;13;15;SCS, QD. 03;-15.7972752;-47.892144
1;24;22;6;14;15;SCS, QD. 03;-15.7972752;-47.892144
1;23;22;6;16;15;UNB áre 2, em frente o cesso o Centro Olímpico;-15.7533247;-47.8894441
1;42;22;6;17;15;Eixo Monumentl Ldo Leste Pltform Inferior;-15.7814138;-47.8825954
1;22;23;7;13;15;UNB áre 2, em frente o cesso o Centro Olímpico;-15.7533247;-47.8894441
1;21;23;7;14;15;Eixo Monumentl Ldo Leste Pltform Inferior;-15.7814138;-47.8825954
1;34;23;7;15;15;UNB áre 1, em frente  Bibliotec Centrl - BCE;-15.7609071;-47.8699691
0;19;23;7;16;15;SQN 205;-15.7722474;-47.8804341
1;32;23;7;17;15;Eixo Monumentl Ldo Leste Pltform Inferior;-15.7814138;-47.8825954
1;6;23;7;19;15;Entrequdr 410/411 / Próximo o Studios Center;-15.7533507;-47.882878
1;27;23;7;21;15;EMI BL K;-15.7968694;-47.8754027
1;21;23;7;22;15;EQN 104/105;-15.7741697;-47.8838873
1;29;23;7;23;15;PMU, Eixo Monumentl Ldo Oeste, Prç do Cruzeiro;-15.783907;-47.9164933
0;25;24;1;8;15;CLN 406;-15.766622;-47.8801483
1;34;24;1;9;15;UNB áre 1, em frente o Instituto de rtes;-15.7622276;-47.8742526
1;38;24;1;9;15;CLN 406;-15.766622;-47.8801483
1;40;24;1;10;15;Eixo Monumentl Ldo Leste Pltform Inferior;-15.7814138;-47.8825954
0;27;24;1;12;15;UNB áre 2, em frente o cesso o Centro Olímpico;-15.7533247;-47.8894441
0;31;24;1;15;15;EQN 104/105;-15.7741697;-47.8838873
1;24;24;1;15;15;Entrequdr 408/409 / Próximo o Supermercdo Big Box;-15.7594716;-47.8807764
1;28;24;1;17;15;UNB áre 1, em frente o Instituto de rtes;-15.7622276;-47.8742526
