SEXO;IDADE;DIA_MES;DIA_SEMANA;HORA_RETIRADA;TEMPO_TOTAL;ENDERECO_RETIRADA;LATITUDE;LONGITUDE
1;46;26;3;19;45;Prque Deck Sul, em frente o estcionmento e  cdemi o r livre;-15.8380081;-47.9035599
0;42;26;3;20;45;Prque Deck Sul, em frente o estcionmento e  cdemi o r livre;-15.8380081;-47.9035599
1;37;27;4;12;45;EMI, Vi N1, Blocos N/O;-15.7895048;-47.8907765
0;36;27;4;14;45;Eixo Monumentl Ldo Leste Pltform Inferior;-15.7814138;-47.8825954
0;36;27;4;17;45;CLN 403;-15.7797898;-47.8782012
0;28;28;5;12;45;SQS 305;-15.8085221;-47.899365
1;22;28;5;17;45;EQN 104/105;-15.7741697;-47.8838873
1;17;28;5;18;45;CLN 403;-15.7797898;-47.8782012
0;22;28;5;19;45;Entrequdr 408/409 / Próximo o Supermercdo Big Box;-15.7594716;-47.8807764
0;28;28;5;20;45;EQN 104/105;-15.7741697;-47.8838873
0;41;1;6;6;44;CLN 403;-15.7797898;-47.8782012
1;63;1;6;11;44;Eixo Monumentl Ldo Oeste, Estcionmento Vi S1, em frente o TJDF;-15.7863445;-47.9088556
1;44;1;6;11;44;CLS 302;-15.800788;-47.8936363
1;27;1;6;17;44;Eixo Monumentl Ldo Oeste, Estcionmento Vi S1, em frente o TJDF;-15.7863445;-47.9088556
0;4;1;6;17;44;UNB áre 1, em frente o Instituto de rtes;-15.7622276;-47.8742526
1;41;1;6;19;44;PMU, Eixo Monumentl Ldo Oeste, Prç do Cruzeiro;-15.783907;-47.9164933
0;18;1;6;19;44;Eixo Monumentl Ldo Leste Pltform Inferior;-15.7814138;-47.8825954
0;47;1;6;20;44;SDC, Lote 5, Vi de Ligção N1/S1;-15.7898915;-47.8967584
1;21;2;7;9;44;Eixo Monumentl Ldo Leste Pltform Inferior;-15.7814138;-47.8825954
1;32;2;7;14;44;Prque Deck Sul, em frente o estcionmento e  cdemi o r livre;-15.8380081;-47.9035599
0;53;2;7;16;44;Entrequdr 408/409 / Próximo o Supermercdo Big Box;-15.7594716;-47.8807764
0;20;2;7;16;44;Entrequdr 408/409 / Próximo o Supermercdo Big Box;-15.7594716;-47.8807764
1;22;2;7;20;44;EQS 102 / 103;-15.8046388;-47.8929846
0;47;3;1;8;44;SHS, QD. 06;-15.7926277;-47.8957922
0;22;3;1;11;44;SHS, QD. 06;-15.7926277;-47.8957922
0;31;3;1;15;44;Entrequdr 410/411 / Próximo o Studios Center;-15.7533507;-47.882878
0;23;3;1;15;44;Entrequdr 410/411 / Próximo o Studios Center;-15.7533507;-47.882878
1;26;3;1;17;44;SHS, QD. 06;-15.7926277;-47.8957922
1;28;3;1;18;44;Prque Deck Sul, em frente o estcionmento e  cdemi o r livre;-15.8380081;-47.9035599
1;23;3;1;18;44;SQS 305;-15.8085221;-47.899365
1;29;3;1;19;44;Entrequdr 410/411 / Próximo o Studios Center;-15.7533507;-47.882878
1;23;3;1;19;44;CLN 406;-15.766622;-47.8801483
1;55;3;1;19;44;CLN 406;-15.766622;-47.8801483
1;28;3;1;19;44;UNB áre 1, em frente o Instituto de rtes;-15.7622276;-47.8742526
1;28;3;1;20;44;Entrequadra Sul 204/205;-15.8122671;-47.8943173
1;22;4;2;9;44;SHS, QD. 06;-15.7926277;-47.8957922
1;20;4;2;12;44;SS, EQ 2/3;-15.8105561;-47.9909422
1;22;5;3;10;44;CLN 403;-15.7797898;-47.8782012
0;16;5;3;15;44;UNB áre 1, em frente o PT (Pvilhão nísio Teixeir);-15.7595709;-47.8705354
1;27;5;3;17;44;EQS 104/304;-15.8071039;-47.8971485
1;39;6;4;8;44;SHS, QD. 06;-15.7926277;-47.8957922
1;49;6;4;8;44;SHS, QD. 06;-15.7926277;-47.8957922
1;24;6;4;15;44;Eixo Monumentl Ldo Leste Pltform Inferior;-15.7814138;-47.8825954
1;44;7;5;11;44;CLS 302;-15.800788;-47.8936363
0;20;7;5;15;44;UNB áre 1, em frente o PT (Pvilhão nísio Teixeir);-15.7595709;-47.8705354
1;28;7;5;17;44;Entrequdr 410/411 / Próximo o Studios Center;-15.7533507;-47.882878
1;46;8;6;11;44;SHS, QD. 06;-15.7926277;-47.8957922
1;41;8;6;11;44;Entrequadra Sul 204/205;-15.8122671;-47.8943173
0;38;8;6;12;44;EQS 102 / 103;-15.8046388;-47.8929846
0;28;8;6;12;44;Entrequadra Sul 204/205;-15.8122671;-47.8943173
0;28;8;6;14;44;Entrequadra Sul 204/205;-15.8122671;-47.8943173
1;48;9;7;10;44;SHS, QD. 06;-15.7926277;-47.8957922
1;48;9;7;10;44;SHS, QD. 06;-15.7926277;-47.8957922
0;28;9;7;11;44;Entrequadra Sul 204/205;-15.8122671;-47.8943173
0;34;9;7;14;44;SHS, QD. 06;-15.7926277;-47.8957922
0;20;9;7;15;44;Eixo Monumentl Ldo Leste Pltform Inferior;-15.7814138;-47.8825954
0;41;9;7;16;44;SHS, QD. 06;-15.7926277;-47.8957922
1;27;9;7;16;44;SHS, QD. 06;-15.7926277;-47.8957922
1;26;9;7;22;44;Eixo Monumentl Ldo Leste Pltform Inferior;-15.7814138;-47.8825954
0;27;10;1;10;44;PMU, Eixo Monumentl Ldo Oeste, Prç do Cruzeiro;-15.783907;-47.9164933
1;28;10;1;10;44;Eixo Monumentl Ldo Leste Pltform Inferior;-15.7814138;-47.8825954
0;38;10;1;10;44;Entrequdr 408/409 / Próximo o Supermercdo Big Box;-15.7594716;-47.8807764
1;7;10;1;11;44;EQN 104/105;-15.7741697;-47.8838873
0;32;10;1;12;44;EQN 104/105;-15.7741697;-47.8838873
1;40;10;1;13;44;Entrequdr 410/411 / Próximo o Studios Center;-15.7533507;-47.882878
1;38;10;1;13;44;SHS, QD. 06;-15.7926277;-47.8957922
0;22;10;1;14;44;SHS, QD. 06;-15.7926277;-47.8957922
1;36;10;1;17;44;Entrequdr 410/411 / Próximo o Studios Center;-15.7533507;-47.882878
1;4;10;1;18;44;EQS 102 / 103;-15.8046388;-47.8929846
1;38;10;1;19;44;SHS, QD. 06;-15.7926277;-47.8957922
1;31;10;1;19;44;UNB áre 2, em frente o cesso o Centro Olímpico;-15.7533247;-47.8894441
1;22;10;1;19;44;SHS, QD. 06;-15.7926277;-47.8957922
0;37;10;1;19;44;Prque Deck Sul, em frente o estcionmento e  cdemi o r livre;-15.8380081;-47.9035599
1;27;11;2;13;44;UNB áre 1, em frente o Instituto de rtes;-15.7622276;-47.8742526
0;39;12;3;7;44;EQS 104/304;-15.8071039;-47.8971485
0;25;12;3;13;44;UNB áre 1, em frente o PT (Pvilhão nísio Teixeir);-15.7595709;-47.8705354
1;29;12;3;19;44;SQN 205;-15.7722474;-47.8804341
1;23;12;3;22;44;CLS 302;-15.800788;-47.8936363
1;20;13;4;18;44;EQN 104/105;-15.7741697;-47.8838873
1;28;14;5;10;44;UNB áre 2, em frente o cesso o Centro Olímpico;-15.7533247;-47.8894441
1;26;14;5;14;44;SCN, QD. 02;-15.7972492;-47.8987101
1;21;15;6;12;44;Eixo Monumentl Ldo Leste Pltform Inferior;-15.7814138;-47.8825954
0;23;15;6;12;44;UNB áre 1, em frente o ICC - Instituto Centrl de Ciênci l Sul;-15.7629679;-47.8722933
0;26;15;6;14;44;UNB áre 1, em frente o Instituto de rtes;-15.7622276;-47.8742526
1;4;15;6;14;44;Entrequadra Sul 204/205;-15.8122671;-47.8943173
1;22;15;6;21;44;Entrequdr 408/409 / Próximo o Supermercdo Big Box;-15.7594716;-47.8807764
0;30;16;7;8;44;SHS, QD. 06;-15.7926277;-47.8957922
1;46;16;7;8;44;SHS, QD. 06;-15.7926277;-47.8957922
1;36;16;7;13;44;SHS, QD. 06;-15.7926277;-47.8957922
1;25;16;7;14;44;SCS, QD. 03;-15.7972752;-47.892144
0;25;16;7;17;44;Entrequdr 410/411 / Próximo o Studios Center;-15.7533507;-47.882878
0;26;17;1;9;44;EQS 102 / 103;-15.8046388;-47.8929846
1;24;17;1;14;44;Entrequadra Sul 204/205;-15.8122671;-47.8943173
1;28;17;1;16;44;Entrequdr 408/409 / Próximo o Supermercdo Big Box;-15.7594716;-47.8807764
1;37;17;1;19;44;Entrequdr 410/411 / Próximo o Studios Center;-15.7533507;-47.882878
1;24;17;1;20;44;Eixo Monumentl Ldo Leste Pltform Inferior;-15.7814138;-47.8825954
1;35;18;2;10;44;EQS 104/304;-15.8071039;-47.8971485
0;47;18;2;13;44;SRTVS;-15.7974902;-47.8963643
1;21;18;2;18;44;Entrequdr 408/409 / Próximo o Supermercdo Big Box;-15.7594716;-47.8807764
1;15;18;2;18;44;EQN 104/105;-15.7741697;-47.8838873
1;25;19;3;6;44;SHS, QD. 06;-15.7926277;-47.8957922
0;26;19;3;10;44;SBS, QD. 3/4;-15.8026711;-47.8838398
1;20;19;3;12;44;Entrequdr 410/411 / Próximo o Studios Center;-15.7533507;-47.882878
0;23;19;3;17;44;Eixo Monumentl Ldo Oeste, Estcionmento Vi S1, em frente o TJDF;-15.7863445;-47.9088556
0;28;19;3;23;44;PMU, Eixo Monumentl Ldo Oeste, Prç do Cruzeiro;-15.783907;-47.9164933
0;28;20;4;11;44;Prque Deck Sul, em frente o estcionmento e  cdemi o r livre;-15.8380081;-47.9035599
0;52;20;4;16;44;SQS 305;-15.8085221;-47.899365
1;24;20;4;20;44;Entrequadra Sul 204/205;-15.8122671;-47.8943173
1;63;21;5;6;44;Entrequadra Sul 204/205;-15.8122671;-47.8943173
0;47;21;5;8;44;SHS, QD. 06;-15.7926277;-47.8957922
1;23;21;5;9;44;Estcionmento do CNMP, próximo  SFS Qudr 2;-15.8046215;-47.8700714
0;26;21;5;16;44;Entrequdr 410/411 / Próximo o Studios Center;-15.7533507;-47.882878
1;42;22;6;11;44;SCS, QD. 03;-15.7972752;-47.892144
1;33;22;6;13;44;EMI BL G;-15.7629208;-47.8876142
1;20;22;6;14;44;Eixo Monumentl Ldo Leste Pltform Inferior;-15.7814138;-47.8825954
1;26;22;6;17;44;EMI BL K;-15.7968694;-47.8754027
1;37;23;7;14;44;PMU, Eixo Monumentl Ldo Oeste, Prç do Cruzeiro;-15.783907;-47.9164933
1;19;23;7;16;44;Eixo Monumentl Ldo Leste Pltform Inferior;-15.7814138;-47.8825954
0;36;23;7;19;44;EQS 102 / 103;-15.8046388;-47.8929846
1;30;24;1;10;44;Prque Deck Sul, em frente o estcionmento e  cdemi o r livre;-15.8380081;-47.9035599
1;27;24;1;11;44;Entrequadra Sul 204/205;-15.8122671;-47.8943173
1;26;24;1;16;44;Entrequdr 408/409 / Próximo o Supermercdo Big Box;-15.7594716;-47.8807764
1;22;24;1;18;44;UNB áre 1, em frente  Bibliotec Centrl - BCE;-15.7609071;-47.8699691
0;27;25;2;9;44;UNB áre 1, em frente o Instituto de rtes;-15.7622276;-47.8742526
0;28;25;2;13;44;Entrequadra Sul 204/205;-15.8122671;-47.8943173
1;24;25;2;14;44;EMI BL G;-15.7629208;-47.8876142
1;31;25;2;15;44;Entrequdr 410/411 / Próximo o Studios Center;-15.7533507;-47.882878
1;29;25;2;16;44;UNB áre 1, em frente  Bibliotec Centrl - BCE;-15.7609071;-47.8699691
0;22;25;2;19;44;Eixo Monumentl Ldo Leste Pltform Inferior;-15.7814138;-47.8825954
1;26;26;3;12;44;EMI BL G;-15.7629208;-47.8876142
1;20;26;3;15;44;EQN 104/105;-15.7741697;-47.8838873
1;22;26;3;15;44;SQS 305;-15.8085221;-47.899365
1;30;26;3;15;44;Eixo Monumentl Ldo Leste Pltform Inferior;-15.7814138;-47.8825954
1;31;26;3;17;44;Entrequdr 410/411 / Próximo o Studios Center;-15.7533507;-47.882878
1;27;27;4;12;44;UNB áre 2, em frente o cesso o Centro Olímpico;-15.7533247;-47.8894441
1;34;27;4;15;44;EQS 102 / 103;-15.8046388;-47.8929846
1;22;27;4;17;44;SCS, QD. 03;-15.7972752;-47.892144
1;48;27;4;21;44;SRTVS;-15.7974902;-47.8963643
1;55;28;5;7;44;SCS - QD 01;-15.7993464;-47.8866213
0;28;28;5;13;44;SQS 305;-15.8085221;-47.899365
1;38;28;5;20;44;EQN 104/105;-15.7741697;-47.8838873
1;26;1;6;13;43;Entrequdr 408/409 / Próximo o Supermercdo Big Box;-15.7594716;-47.8807764
1;23;1;6;15;43;Entrequadra Sul 204/205;-15.8122671;-47.8943173
1;40;1;6;19;43;Eixo Monumentl Ldo Leste Pltform Inferior;-15.7814138;-47.8825954
1;32;1;6;20;43;SHS, QD. 06;-15.7926277;-47.8957922
0;30;1;6;23;43;Entrequdr 410/411 / Próximo o Studios Center;-15.7533507;-47.882878
0;32;2;7;8;43;UNB áre 2, em frente o cesso o Centro Olímpico;-15.7533247;-47.8894441
1;26;2;7;9;43;Eixo Monumentl Ldo Leste Pltform Inferior;-15.7814138;-47.8825954
1;28;2;7;10;43;SHS, QD. 06;-15.7926277;-47.8957922
1;32;2;7;14;43;Prque Deck Sul, em frente o estcionmento e  cdemi o r livre;-15.8380081;-47.9035599
1;27;2;7;14;43;SQN 205;-15.7722474;-47.8804341
1;50;2;7;17;43;UNB áre 1, em frente o PT (Pvilhão nísio Teixeir);-15.7595709;-47.8705354
1;23;2;7;19;43;SQS 305;-15.8085221;-47.899365
1;25;2;7;19;43;SHS, QD. 06;-15.7926277;-47.8957922
1;35;2;7;19;43;Eixo Monumentl Ldo Oeste, SDC, Estcionmento Vi de Ligção S1/N1;-15.7879172;-47.9028855
0;31;3;1;8;43;Entrequadra Sul 204/205;-15.8122671;-47.8943173
1;43;3;1;9;43;SQN 205;-15.7722474;-47.8804341
0;59;3;1;11;43;SQS 305;-15.8085221;-47.899365
1;30;3;1;11;43;Eixo Monumentl Ldo Oeste, Estcionmento Vi S1, em frente o TJDF;-15.7863445;-47.9088556
1;26;3;1;12;43;EQS 102 / 103;-15.8046388;-47.8929846
1;28;3;1;13;43;SHS, QD. 06;-15.7926277;-47.8957922
0;5;3;1;13;43;EMI BL G;-15.7629208;-47.8876142
1;24;3;1;16;43;SHS, QD. 06;-15.7926277;-47.8957922
0;25;3;1;17;43;SHS, QD. 06;-15.7926277;-47.8957922
1;40;3;1;18;43;CLN 406;-15.766622;-47.8801483
0;22;3;1;19;43;Prque Deck Sul, em frente o estcionmento e  cdemi o r livre;-15.8380081;-47.9035599
1;35;4;2;20;43;SHS, QD. 06;-15.7926277;-47.8957922
1;22;4;2;21;43;CLN 406;-15.766622;-47.8801483
1;29;5;3;18;43;CLN 406;-15.766622;-47.8801483
1;25;6;4;19;43;UNB áre 2, em frente o cesso o Centro Olímpico;-15.7533247;-47.8894441
1;25;6;4;19;43;UNB áre 2, em frente o cesso o Centro Olímpico;-15.7533247;-47.8894441
0;30;6;4;20;43;EQS 104/304;-15.8071039;-47.8971485
1;43;6;4;20;43;Entrequdr 410/411 / Próximo o Studios Center;-15.7533507;-47.882878
1;37;7;5;12;43;EMI, Vi N1, Blocos N/O;-15.7895048;-47.8907765
1;30;7;5;13;43;UNB áre 1, em frente o Instituto de rtes;-15.7622276;-47.8742526
1;26;8;6;10;43;SCS - QD 01;-15.7993464;-47.8866213
0;38;8;6;12;43;EQS 102 / 103;-15.8046388;-47.8929846
1;23;8;6;13;43;St. de dministrção Federl Sul Q8 Lote 1;-15.802729;-47.9273005
1;23;8;6;18;43;Eixo Monumentl Ldo Leste Pltform Inferior;-15.7814138;-47.8825954
1;23;9;7;8;43;UNB áre 2, em frente o cesso o Centro Olímpico;-15.7533247;-47.8894441
1;31;9;7;8;43;EQN 104/105;-15.7741697;-47.8838873
0;25;9;7;10;43;SRTVS;-15.7974902;-47.8963643
1;4;9;7;15;43;Eixo Monumentl Ldo Leste Pltform Inferior;-15.7814138;-47.8825954
1;55;10;1;12;43;CLN 406;-15.766622;-47.8801483
1;50;10;1;12;43;CLN 204;-15.7766872;-47.8793288
1;24;10;1;13;43;UNB áre 2, em frente o cesso o Centro Olímpico;-15.7533247;-47.8894441
1;48;10;1;13;43;EMI, Vi N1, Blocos N/O;-15.7895048;-47.8907765
1;30;10;1;16;43;Eixo Monumentl Ldo Oeste, SDC, Estcionmento Vi de Ligção S1/N1;-15.7879172;-47.9028855
0;35;10;1;16;43;SQS 305;-15.8085221;-47.899365
1;29;10;1;17;43;CLN 403;-15.7797898;-47.8782012
1;30;10;1;17;43;CLN 403;-15.7797898;-47.8782012
0;30;10;1;17;43;Prque Deck Sul, em frente o estcionmento e  cdemi o r livre;-15.8380081;-47.9035599
1;25;10;1;18;43;UNB áre 2, em frente o cesso o Centro Olímpico;-15.7533247;-47.8894441
1;22;10;1;19;43;SHS, QD. 06;-15.7926277;-47.8957922
1;24;10;1;19;43;SHS, QD. 06;-15.7926277;-47.8957922
1;22;10;1;21;43;EQN 104/105;-15.7741697;-47.8838873
0;25;11;2;14;43;UNB áre 1, em frente o Instituto de rtes;-15.7622276;-47.8742526
1;39;12;3;18;43;Prque Deck Sul, em frente o estcionmento e  cdemi o r livre;-15.8380081;-47.9035599
0;27;12;3;19;43;SHS, QD. 06;-15.7926277;-47.8957922
1;33;12;3;19;43;SHS, QD. 06;-15.7926277;-47.8957922
1;25;13;4;9;43;Entrequdr 410/411 / Próximo o Studios Center;-15.7533507;-47.882878
1;23;13;4;12;43;UNB áre 1, em frente o ICC - Instituto Centrl de Ciênci l Sul;-15.7629679;-47.8722933
0;28;13;4;13;43;SQS 305;-15.8085221;-47.899365
1;23;13;4;14;43;UNB áre 1, em frente  Bibliotec Centrl - BCE;-15.7609071;-47.8699691
0;24;14;5;7;43;Entrequdr 408/409 / Próximo o Supermercdo Big Box;-15.7594716;-47.8807764
0;26;14;5;9;43;Entrequdr 408/409 / Próximo o Supermercdo Big Box;-15.7594716;-47.8807764
0;28;14;5;13;43;SQS 305;-15.8085221;-47.899365
1;37;14;5;13;43;CLN 204;-15.7766872;-47.8793288
1;21;15;6;12;43;Eixo Monumentl Ldo Leste Pltform Inferior;-15.7814138;-47.8825954
0;19;15;6;18;43;SQS 305;-15.8085221;-47.899365
1;30;16;7;8;43;SHS, QD. 06;-15.7926277;-47.8957922
1;35;16;7;8;43;Entrequadra Sul 204/205;-15.8122671;-47.8943173
1;30;16;7;9;43;PMU, Eixo Monumentl Ldo Oeste, Prç do Cruzeiro;-15.783907;-47.9164933
1;35;16;7;10;43;SRTVS;-15.7974902;-47.8963643
0;46;16;7;10;43;Prque Deck Sul, em frente o estcionmento e  cdemi o r livre;-15.8380081;-47.9035599
1;39;16;7;12;43;Eixo Monumentl Ldo Leste Pltform Inferior;-15.7814138;-47.8825954
0;34;16;7;13;43;SHS, QD. 06;-15.7926277;-47.8957922
1;27;16;7;16;43;Eixo Monumentl Ldo Leste Pltform Inferior;-15.7814138;-47.8825954
1;37;16;7;18;43;Prque Deck Sul, em frente o estcionmento e  cdemi o r livre;-15.8380081;-47.9035599
0;37;17;1;18;43;Prque Deck Sul, em frente o estcionmento e  cdemi o r livre;-15.8380081;-47.9035599
0;24;17;1;18;43;SQN 205;-15.7722474;-47.8804341
1;43;17;1;21;43;Eixo Monumentl Ldo Leste Pltform Inferior;-15.7814138;-47.8825954
0;26;18;2;7;43;CLN 406;-15.766622;-47.8801483
0;29;18;2;9;43;CLN 406;-15.766622;-47.8801483
0;28;18;2;13;43;SBS, QD. 3/4;-15.8026711;-47.8838398
1;22;18;2;14;43;SCN, QD. 02;-15.7972492;-47.8987101
1;22;19;3;11;43;UNB áre 1, em frente  Bibliotec Centrl - BCE;-15.7609071;-47.8699691
0;28;19;3;12;43;SQS 305;-15.8085221;-47.899365
1;63;19;3;12;43;EMI BL G;-15.7629208;-47.8876142
1;21;19;3;13;43;CLN 204;-15.7766872;-47.8793288
1;22;19;3;14;43;EQN 104/105;-15.7741697;-47.8838873
1;20;19;3;15;43;CLN 403;-15.7797898;-47.8782012
1;34;19;3;23;43;PMU, Eixo Monumentl Ldo Oeste, Prç do Cruzeiro;-15.783907;-47.9164933
1;34;20;4;6;43;Eixo Monumentl Ldo Leste Pltform Inferior;-15.7814138;-47.8825954
1;24;20;4;14;43;Entrequadra Sul 204/205;-15.8122671;-47.8943173
1;19;20;4;15;43;SCS - QD 01;-15.7993464;-47.8866213
1;27;20;4;16;43;PMU, Eixo Monumentl Ldo Oeste, Prç do Cruzeiro;-15.783907;-47.9164933
0;42;21;5;7;43;Eixo Monumentl Ldo Oeste, Estcionmento Vi S1, em frente o TJDF;-15.7863445;-47.9088556
1;23;21;5;16;43;UNB áre 1, em frente o PT (Pvilhão nísio Teixeir);-15.7595709;-47.8705354
1;20;21;5;18;43;Eixo Monumentl Ldo Leste Pltform Inferior;-15.7814138;-47.8825954
1;51;22;6;7;43;Eixo Monumentl Ldo Oeste, Estcionmento Vi S1, em frente o TJDF;-15.7863445;-47.9088556
1;38;22;6;11;43;Prque Deck Sul, em frente o estcionmento e  cdemi o r livre;-15.8380081;-47.9035599
0;28;22;6;13;43;SBS, QD. 3/4;-15.8026711;-47.8838398
0;32;22;6;17;43;Prque Deck Sul, em frente o estcionmento e  cdemi o r livre;-15.8380081;-47.9035599
1;51;23;7;12;43;Entrequadra Sul 204/205;-15.8122671;-47.8943173
1;20;23;7;16;43;Eixo Monumentl Ldo Leste Pltform Inferior;-15.7814138;-47.8825954
0;30;23;7;18;43;CLN 204;-15.7766872;-47.8793288
0;30;23;7;18;43;CLN 204;-15.7766872;-47.8793288
0;62;23;7;20;43;SHS, QD. 06;-15.7926277;-47.8957922
0;31;24;1;10;43;Prque Deck Sul, em frente o estcionmento e  cdemi o r livre;-15.8380081;-47.9035599
1;28;24;1;11;43;SBS, QD. 3/4;-15.8026711;-47.8838398
1;34;24;1;12;43;SRTVS;-15.7974902;-47.8963643
1;34;24;1;12;43;CLN 403;-15.7797898;-47.8782012
1;24;24;1;15;43;CLN 204;-15.7766872;-47.8793288
0;43;24;1;16;43;EQN 104/105;-15.7741697;-47.8838873
0;29;24;1;17;43;Entrequadra Sul 204/205;-15.8122671;-47.8943173
1;22;25;2;17;43;Entrequdr 410/411 / Próximo o Studios Center;-15.7533507;-47.882878
0;36;25;2;18;43;Entrequdr 410/411 / Próximo o Studios Center;-15.7533507;-47.882878
1;22;26;3;10;43;SCS - QD 01;-15.7993464;-47.8866213
1;48;26;3;11;43;EQS 104/304;-15.8071039;-47.8971485
1;48;26;3;11;43;EQS 104/304;-15.8071039;-47.8971485
1;24;26;3;11;43;Entrequadra Sul 204/205;-15.8122671;-47.8943173
1;22;26;3;17;43;UNB áre 1, em frente  Bibliotec Centrl - BCE;-15.7609071;-47.8699691
1;28;26;3;17;43;Eixo Monumentl Ldo Leste Pltform Inferior;-15.7814138;-47.8825954
1;20;26;3;18;43;Eixo Monumentl Ldo Leste Pltform Inferior;-15.7814138;-47.8825954
1;22;26;3;19;43;UNB áre 1, em frente o Instituto de rtes;-15.7622276;-47.8742526
1;27;27;4;14;43;EMI BL K;-15.7968694;-47.8754027
1;26;27;4;16;43;PMU, Eixo Monumentl Ldo Oeste, Prç do Cruzeiro;-15.783907;-47.9164933
0;46;27;4;18;43;Entrequdr 410/411 / Próximo o Studios Center;-15.7533507;-47.882878
0;24;27;4;18;43;SHS, QD. 06;-15.7926277;-47.8957922
1;20;27;4;19;43;SS, EQ 2/3;-15.8105561;-47.9909422
1;51;27;4;19;43;CLN 204;-15.7766872;-47.8793288
0;25;28;5;8;43;SQN 205;-15.7722474;-47.8804341
1;25;28;5;14;43;Entrequdr 408/409 / Próximo o Supermercdo Big Box;-15.7594716;-47.8807764
1;44;1;6;7;42;Entrequadra Sul 204/205;-15.8122671;-47.8943173
1;21;1;6;13;42;CLN 204;-15.7766872;-47.8793288
1;36;1;6;14;42;SRTVS;-15.7974902;-47.8963643
1;24;1;6;19;42;UNB áre 1, em frente  Bibliotec Centrl - BCE;-15.7609071;-47.8699691
1;33;1;6;19;42;SQS 305;-15.8085221;-47.899365
1;23;1;6;23;42;Entrequdr 410/411 / Próximo o Studios Center;-15.7533507;-47.882878
0;20;2;7;11;42;SHS, QD. 06;-15.7926277;-47.8957922
1;25;2;7;11;42;PMU, Eixo Monumentl Ldo Oeste, Prç do Cruzeiro;-15.783907;-47.9164933
1;32;2;7;14;42;Prque Deck Sul, em frente o estcionmento e  cdemi o r livre;-15.8380081;-47.9035599
1;30;2;7;16;42;SHS, QD. 06;-15.7926277;-47.8957922
1;42;2;7;17;42;SRTVS;-15.7974902;-47.8963643
1;25;2;7;19;42;SHS, QD. 06;-15.7926277;-47.8957922
1;36;3;1;8;42;SHS, QD. 06;-15.7926277;-47.8957922
0;64;3;1;9;42;SQN 205;-15.7722474;-47.8804341
0;36;3;1;9;42;Entrequdr 408/409 / Próximo o Supermercdo Big Box;-15.7594716;-47.8807764
0;28;3;1;10;42;Entrequadra Sul 204/205;-15.8122671;-47.8943173
1;28;3;1;13;42;SHS, QD. 06;-15.7926277;-47.8957922
0;25;3;1;16;42;SHS, QD. 06;-15.7926277;-47.8957922
1;21;3;1;18;42;EMI BL K;-15.7968694;-47.8754027
0;31;3;1;19;42;Entrequdr 410/411 / Próximo o Studios Center;-15.7533507;-47.882878
0;23;4;2;16;42;UNB áre 1, em frente  Bibliotec Centrl - BCE;-15.7609071;-47.8699691
1;27;5;3;10;42;CLN 406;-15.766622;-47.8801483
1;22;5;3;13;42;SRTVS;-15.7974902;-47.8963643
0;22;5;3;17;42;Entrequdr 410/411 / Próximo o Studios Center;-15.7533507;-47.882878
1;27;5;3;18;42;Eixo Monumentl Ldo Leste Pltform Inferior;-15.7814138;-47.8825954
1;26;5;3;18;42;Entrequdr 410/411 / Próximo o Studios Center;-15.7533507;-47.882878
1;41;6;4;7;42;EMI BL K;-15.7968694;-47.8754027
1;17;6;4;9;42;CLN 406;-15.766622;-47.8801483
1;4;6;4;10;42;SRTVS;-15.7974902;-47.8963643
0;40;6;4;12;42;EQS 104/304;-15.8071039;-47.8971485
1;37;6;4;15;42;SHS, QD. 06;-15.7926277;-47.8957922
1;21;6;4;16;42;SCN, QD. 02;-15.7972492;-47.8987101
1;35;6;4;17;42;Eixo Monumentl Ldo Oeste, SDC, Estcionmento Vi de Ligção S1/N1;-15.7879172;-47.9028855
1;45;6;4;19;42;SBS, QD. 3/4;-15.8026711;-47.8838398
1;40;6;4;19;42;Estcionmento do CNMP, próximo  SFS Qudr 2;-15.8046215;-47.8700714
1;27;6;4;21;42;Entrequdr 408/409 / Próximo o Supermercdo Big Box;-15.7594716;-47.8807764
1;38;7;5;7;42;SQS 305;-15.8085221;-47.899365
0;25;7;5;13;42;EMI BL K;-15.7968694;-47.8754027
0;20;7;5;13;42;SCS - QD 01;-15.7993464;-47.8866213
0;32;7;5;15;42;SDC, Lote 5, Vi de Ligção N1/S1;-15.7898915;-47.8967584
1;26;7;5;19;42;SCN, QD. 02;-15.7972492;-47.8987101
1;4;8;6;11;42;PMU, Eixo Monumentl Ldo Oeste, Prç do Cruzeiro;-15.783907;-47.9164933
0;38;8;6;13;42;SHS, QD. 06;-15.7926277;-47.8957922
0;38;8;6;14;42;SHS, QD. 06;-15.7926277;-47.8957922
0;38;8;6;14;42;SHS, QD. 06;-15.7926277;-47.8957922
1;26;8;6;17;42;UNB áre 1, em frente o Instituto de rtes;-15.7622276;-47.8742526
1;23;8;6;17;42;Eixo Monumentl Ldo Leste Pltform Inferior;-15.7814138;-47.8825954
0;26;8;6;19;42;UNB áre 1, em frente  Bibliotec Centrl - BCE;-15.7609071;-47.8699691
1;43;8;6;19;42;EQS 104/304;-15.8071039;-47.8971485
1;28;9;7;8;42;PMU, Eixo Monumentl Ldo Oeste, Prç do Cruzeiro;-15.783907;-47.9164933
1;42;9;7;9;42;Eixo Monumentl Ldo Oeste, Estcionmento Vi S1, em frente o TJDF;-15.7863445;-47.9088556
